1,2,3,Gender,Age,Race,Education,Income,Health Insurance,weight
c4,c5,c1,2,2,3,1,3,3,1.911532154
c8,,,2,2,3,2,2,3,0.628657191
c7,c4,c6,2,1,3,3,2,1,1.193239253
c1,c4,c5,2,2,3,3,3,2,0.683972175
c8,,,2,2,2,2,2,1,1.215945696
c4,c1,c8,1,2,3,3,2,3,0.888419009
c2,c3,c5,2,1,3,2,2,2,1.06461893
c1,c2,c6,2,1,3,3,2,1,1.193239253
c8,,,2,2,3,1,1,3,1.911532154
c1,c2,c6,2,2,3,2,3,1,0.432602553
c3,c7,c1,1,2,3,2,1,3,0.419202742
c1,c3,c4,1,2,3,3,2,3,0.888419009
c1,c4,c7,1,2,3,2,2,3,0.654874793
c8,,,2,2,3,1,3,1,1.149359776
c8,,,2,1,3,2,1,4,0.816694769
c1,c8,,2,2,3,3,1,2,0.478780523
c2,c4,c6,1,2,5,3,2,3,0.583850294
c8,,,2,1,1,3,3,1,1.08046309
c8,,,1,2,3,2,1,3,0.419202742
c2,c6,c3,2,1,2,3,2,2,0.504007491
c4,c2,c1,1,2,3,3,1,1,0.714935058
c8,,,2,2,3,3,2,3,0.638137618
c1,c4,c6,2,2,4,3,1,2,0.693062301
c4,c8,,1,2,3,1,1,3,3.142077952
c1,c7,c2,2,2,3,2,2,1,0.618003647
c1,c7,c6,2,1,2,3,3,1,0.720010701
c3,c1,c6,2,2,3,1,2,3,1.149359776
c6,c4,c3,2,2,3,3,3,3,0.638137618
c2,c8,,2,1,3,3,2,1,0.835267477
c1,c8,,2,1,1,3,2,3,0.38247169
c4,c1,c5,2,1,3,3,3,1,1.329170009
c8,,,2,1,3,2,2,3,1.520884186
c6,c7,c2,2,2,3,2,2,2,0.618003647
c3,c6,c8,1,2,3,1,1,3,1.227819114
c4,c6,c5,1,2,2,2,1,3,0.527061846
c8,,,2,1,4,3,3,1,0.940440538
c2,c8,,2,1,2,2,1,4,0.987518126
c1,c6,c4,1,2,3,3,2,3,0.888419009
c3,c4,c5,2,1,3,3,2,1,0.930419006
c8,,,1,1,1,1,1,3,1.350517993
c7,c3,c8,1,2,3,3,3,1,0.714935058
c2,c1,c8,2,2,3,1,1,3,0.804551843
c2,c4,c1,2,2,3,2,1,3,0.618003647
c4,c8,,1,1,3,3,2,3,0.297052188
c2,c8,,2,2,3,3,1,1,0.683972175
c8,,,2,2,3,3,2,3,0.638137618
c4,c7,c1,2,2,3,3,3,1,0.683972175
c3,c1,c2,1,1,3,3,1,3,0.297052188
c4,c6,c5,2,2,3,3,1,3,0.683972175
c2,c8,,2,1,3,2,2,3,1.06461893
c4,c2,c6,2,2,3,3,2,1,0.683972175
c4,c2,c1,2,2,2,3,3,1,0.664673675
c8,,,1,1,3,3,2,1,0.424360269
c5,c4,c8,2,2,3,1,2,3,1.911532154
c8,,,2,1,3,3,3,1,1.329170009
c3,c2,c6,2,1,3,3,3,1,1.193239253
c6,c4,c2,2,2,2,3,2,3,0.664673675
c4,c8,,1,2,2,1,3,1,3.62775549
c2,c4,c8,2,1,4,3,2,2,0.940440538
c1,c4,c6,2,1,4,1,1,4,3.038312009
c7,c6,c5,2,2,3,2,1,1,0.618003647
c1,c2,c4,1,1,3,3,3,1,1.018704974
c1,c6,c4,2,2,3,3,2,3,0.638137618
c1,c8,,1,2,3,3,3,3,0.888419009
c8,,,1,2,3,3,3,1,0.714935058
c8,,,2,2,3,2,3,3,0.628657191
c6,c1,c8,2,1,3,3,3,1,0.930419006
c1,c2,c6,2,1,2,1,1,1,1.211083399
c8,,,2,1,3,2,1,3,1.06461893
c8,,,2,1,3,2,1,1,0.816694769
c1,c2,c3,2,1,3,3,1,3,1.329170009
c1,c6,c2,2,2,2,3,3,1,1.771623341
c2,c1,c8,2,2,3,3,1,1,0.683972175
c2,c6,c8,2,1,2,3,1,1,0.502098792
c8,,,2,1,3,1,1,4,1.630451575
c8,,,2,2,3,3,2,3,0.683972175
c4,c1,c8,2,1,3,1,1,2,2.329216536
c1,c4,c6,2,2,3,2,2,3,0.618003647
c1,c2,c8,2,2,3,3,3,1,0.683972175
c6,c4,c1,2,2,2,3,3,1,0.664673675
c2,c3,c7,2,1,3,1,2,2,2.329216536
c1,c6,c4,2,2,3,3,1,3,0.478780523
c8,,,2,2,3,2,3,2,0.618003647
c2,c8,,1,2,2,2,3,1,0.752945495
c8,,,2,2,3,1,2,1,1.149359776
c4,c5,c6,2,2,3,1,1,3,1.149359776
c2,c8,,1,2,3,2,3,1,0.598861061
c1,c2,c6,2,1,1,3,3,1,1.08046309
c6,c3,c1,2,1,4,3,3,4,0.682792892
c4,c1,c5,2,1,3,3,2,1,1.193239253
c8,,,2,2,3,2,2,3,0.618003647
c2,c1,c6,2,2,3,1,1,3,1.911532154
c2,c1,c6,2,1,1,1,2,1,1.637574222
c6,c2,c8,2,1,3,3,2,3,0.835267477
c7,c1,c8,1,1,1,1,1,4,1.350517993
c2,c1,c4,2,2,3,2,2,1,0.618003647
c1,c4,c2,2,2,3,1,1,3,1.149359776
c2,c6,c1,2,1,3,3,2,2,0.930419006
c1,c2,c3,1,1,3,2,1,3,1.812703156
c1,c3,c2,1,2,3,2,3,2,0.598861061
c6,c1,c7,1,1,5,2,2,1,1.495631519
c1,c2,c4,2,1,3,3,1,2,0.930419006
c1,c7,c3,2,1,1,1,3,3,1.637574222
c1,c2,c8,2,1,3,3,1,3,0.835267477
c6,c2,c1,1,1,5,2,2,3,1.156281529
c4,c5,c8,2,1,4,1,1,1,0.785752766
c2,c8,,1,2,3,2,1,3,0.598861061
c1,c2,c4,2,2,3,3,1,3,0.683972175
c2,c6,c4,2,1,3,3,3,1,1.193239253
c6,c1,c2,2,1,2,1,1,1,1.211083399
c6,c4,c5,2,1,1,1,2,1,2.339391746
c1,c5,c8,1,2,3,3,3,3,0.888419009
c4,c5,c7,2,2,4,3,2,3,0.667308152
c3,c7,c6,2,1,3,2,2,1,0.816694769
c2,c1,c4,2,1,1,2,3,1,0.701273947
c4,c1,c2,2,2,3,1,1,4,1.149359776
c3,c7,c2,2,2,3,3,2,3,0.638137618
c5,c1,c8,1,1,3,3,2,1,0.297052188
c2,c1,c4,2,1,4,2,3,1,1.197786636
c3,c2,c6,2,2,2,1,1,3,4.148953241
c6,c2,c1,2,1,3,3,3,5,0.930419006
c4,c5,c6,2,2,3,3,3,3,0.638137618
c6,c1,c4,2,2,3,3,3,1,0.683972175
c1,c2,c6,2,1,3,3,3,2,1.329170009
c4,c2,c7,2,2,3,3,1,3,0.638137618
c1,c6,c4,1,2,3,2,3,1,0.598861061
c2,c1,c3,1,1,3,3,3,2,0.424360269
c2,c4,c1,2,1,3,3,3,1,1.193239253
c8,,,2,2,3,1,1,3,1.911532154
c1,c2,c5,2,2,2,3,3,1,0.664673675
c2,c3,c4,2,2,1,3,1,3,0.631206762
c1,c6,c4,1,1,3,3,3,1,1.018704974
c7,c1,c2,1,2,3,2,2,1,0.419202742
c8,,,2,2,3,1,2,3,1.149359776
c1,c2,c8,1,1,3,3,1,4,1.018704974
c2,c4,c8,2,1,3,3,3,1,0.930419006
c1,c6,c3,2,2,2,2,3,3,1.73706528
c8,,,1,1,3,3,3,1,0.713093482
c4,c1,c5,1,1,2,1,2,1,1.989818544
c2,c7,c3,2,2,3,3,3,3,0.638137618
c3,c2,c8,2,2,3,2,2,3,0.628657191
c7,c8,,1,2,3,3,3,1,0.714935058
c1,c2,c8,2,2,3,2,1,4,0.618003647
c1,c3,c6,1,2,3,2,1,3,0.654874793
c3,c8,,1,2,3,3,3,2,0.714935058
c6,c2,c1,2,1,3,2,1,1,0.816694769
c3,c2,c1,1,2,3,3,3,1,0.714935058
c8,,,2,1,3,2,3,1,0.816694769
c4,c8,,1,2,1,3,2,3,0.188524838
c8,,,2,2,3,3,2,3,0.638137618
c7,c6,c4,2,2,3,3,1,3,0.446696333
c6,c4,c1,1,1,1,2,2,1,0.523926899
c5,c2,c1,1,1,1,3,2,1,0.618000622
c2,c8,,2,1,4,3,3,1,0.940440538
c4,c1,c7,2,2,3,3,2,3,0.446696333
c2,c1,c7,2,1,3,3,2,1,0.930419006
c8,,,2,2,4,3,3,3,0.667308152
c2,c6,c5,1,1,3,3,1,4,0.713093482
c2,c1,c6,2,1,3,2,2,1,0.816694769
c2,c1,c3,1,1,1,1,3,3,1.350517993
c4,c2,c5,2,1,2,2,2,1,0.987518126
c8,,,2,2,3,1,2,3,1.911532154
c7,c2,c1,2,2,3,3,1,3,0.478780523
c1,c4,c2,2,2,3,2,3,1,0.618003647
c6,c2,c1,2,1,4,3,3,1,0.682792892
c5,c1,c3,2,1,1,3,3,1,1.543518701
c8,,,2,2,3,3,1,1,0.683972175
c2,c7,c3,2,1,3,2,1,1,1.06461893
c2,c8,,1,2,3,3,3,1,0.714935058
c8,,,1,2,3,3,3,1,0.714935058
c2,c1,c7,2,1,3,2,3,1,0.816694769
c8,,,2,1,2,2,2,3,1.002436481
c2,c8,,1,1,3,1,1,2,1.734675902
c4,c3,c8,2,2,3,2,2,3,0.440060034
c8,,,2,2,1,2,1,3,0.51148225
c2,c8,,2,1,1,3,1,2,0.38247169
c7,c4,c1,1,2,3,3,2,3,0.888419009
c8,,,2,1,3,3,3,1,1.193239253
c1,c2,c8,2,1,3,3,2,1,1.193239253
c1,c2,c8,1,2,3,2,3,3,0.935535418
c2,c4,c7,1,1,1,1,3,3,1.350517993
c2,c4,c8,1,2,3,1,1,3,0.85947338
c8,,,2,2,3,1,2,1,1.149359776
c2,c1,c3,2,1,3,2,1,3,0.571686338
c1,c2,c8,2,1,3,2,2,3,1.06461893
c7,c4,c8,2,2,3,3,3,1,0.683972175
c2,c1,c8,2,1,4,3,2,3,0.658308377
c4,c2,c6,1,2,3,2,2,3,0.935535418
c2,c8,,1,2,3,3,3,1,0.714935058
c1,c4,c3,1,1,1,2,3,2,1.240626206
c2,c4,c1,2,1,3,2,2,2,0.816694769
c2,c6,c4,1,2,3,3,3,3,0.888419009
c6,c2,c8,2,1,2,3,1,1,0.351469154
c3,c7,c1,2,1,3,1,1,2,1.351743808
c3,c5,c7,2,2,3,2,1,4,0.432602553
c8,,,2,2,3,1,1,3,1.338072508
c8,,,2,2,3,2,1,2,0.618003647
c6,c4,c1,2,2,3,3,3,3,0.683972175
c4,c6,c5,1,1,3,3,2,1,1.018704974
c2,c1,c6,2,1,3,2,1,3,1.520884186
c1,c2,c4,1,1,4,3,2,2,1.216449624
c1,c7,c3,1,1,3,3,3,1,0.297052188
c1,c4,c8,1,2,3,1,1,3,1.227819114
c1,c4,c2,2,2,4,3,3,3,0.667308152
c4,c7,c2,2,1,3,3,2,1,1.329170009
c2,c1,c6,2,2,3,2,2,2,0.618003647
c2,c8,,2,1,2,3,1,1,0.351469154
c2,c1,c3,2,1,3,2,1,3,1.06461893
c2,c6,c3,2,2,3,2,1,3,0.432602553
c1,c2,c8,2,2,2,2,2,1,1.136200878
c2,c1,c8,2,1,3,3,3,1,1.193239253
c8,,,2,1,3,2,2,2,1.06461893
c1,c6,c8,2,1,2,3,3,1,0.720010701
c8,,,2,2,3,3,1,1,0.683972175
c7,c3,c8,1,2,3,3,3,4,0.714935058
c2,c8,,1,1,3,1,3,1,1.260741892
c2,c3,c4,2,2,3,2,3,1,0.618003647
c1,c6,c5,2,1,2,1,1,3,2.585396263
c2,c1,c4,2,1,2,3,3,2,0.504007491
c8,,,1,1,3,2,3,3,1.040216841
c4,c2,c8,1,2,3,3,2,1,0.714935058
c1,c3,c6,2,2,4,3,3,1,0.990089001
c4,c6,c1,1,2,4,2,1,3,0.734226942
c6,c1,c2,1,2,3,3,3,3,0.888419009
c8,,,2,2,3,1,2,3,1.911532154
c2,c4,c6,1,1,1,3,2,1,0.499117395
c4,c1,c7,2,1,2,3,2,1,0.720010701
c1,c4,c8,1,2,3,2,1,3,0.654874793
c6,c2,c5,2,1,2,3,2,1,0.504007491
c1,c3,c8,2,1,3,2,1,3,0.571686338
c2,c6,c1,2,2,3,3,1,3,0.638137618
c6,c4,c2,1,2,1,3,3,1,0.618398747
c1,c6,c7,2,1,3,2,1,3,1.06461893
c1,c4,c6,2,1,3,2,1,1,1.520884186
c2,c4,c1,2,1,3,3,2,1,1.329170009
c1,c6,c2,2,1,2,1,1,3,2.585396263
c2,c4,c6,2,2,3,3,1,1,0.683972175
c8,,,2,1,4,3,2,1,0.658308377
c2,c4,c8,2,1,3,3,3,1,0.930419006
c2,c1,c4,2,1,3,3,3,1,1.329170009
c4,c3,c8,2,2,3,2,1,3,0.628657191
c1,c2,c8,2,2,3,2,2,2,0.618003647
c8,,,1,1,3,3,3,1,0.424360269
c8,,,2,1,4,3,3,1,0.658308377
c4,c3,c1,1,1,3,3,3,1,0.424360269
c8,,,2,1,3,2,1,4,0.571686338
c4,c1,c5,2,2,2,3,2,1,0.465271572
c1,c2,c6,2,1,4,3,3,2,0.940440538
c3,c4,c6,1,2,3,2,1,3,0.419202742
c2,c8,,2,1,2,1,1,3,1.211083399
c2,c1,c4,1,2,3,2,1,3,0.419202742
c2,c1,c8,2,1,1,3,1,4,1.08046309
c2,c1,c6,2,2,3,2,1,3,0.618003647
c1,c2,c3,2,2,3,1,2,3,1.911532154
c2,c8,,2,1,3,3,2,1,0.930419006
c6,c1,c4,1,2,3,3,2,3,0.621893306
c2,c4,c7,2,1,2,3,2,1,0.351469154
c8,,,1,2,3,2,1,3,0.419202742
c6,c1,c2,1,1,2,3,3,1,0.387688347
c1,c2,c3,2,1,3,3,1,1,0.835267477
c6,c1,c2,1,1,2,2,1,2,1.428017223
c1,c8,,1,1,1,1,1,3,4.5535564
c2,c1,c6,2,1,3,3,3,1,1.329170009
c2,c1,c6,2,1,3,2,1,4,1.06461893
c6,c4,c1,2,2,2,3,1,3,0.664673675
c8,,,1,2,2,2,2,3,1.150020943
c2,c8,,1,2,3,1,1,3,3.142077952
c3,c6,c2,1,1,2,3,3,1,1.029169313
c5,c2,c4,2,1,1,2,1,2,0.701273947
c2,c8,,1,1,1,3,2,4,0.349382177
c7,c6,c8,2,1,2,2,2,5,1.432052115
c1,c8,,1,1,3,2,1,2,2.589575937
c4,c1,c3,2,2,3,3,2,1,0.683972175
c1,c2,c3,1,1,3,3,3,1,0.424360269
c2,c6,c5,1,2,2,3,3,1,0.675774729
c1,c4,c6,2,1,3,3,3,2,0.930419006
c2,c1,c8,2,1,3,3,1,3,0.930419006
c1,c4,c6,1,1,1,3,3,1,0.499117395
c1,c4,c3,2,1,4,3,3,1,0.940440538
c8,,,2,1,2,3,2,1,0.720010701
c6,c1,c2,2,1,3,2,2,1,1.520884186
c8,,,2,1,3,2,1,3,0.816694769
c2,c7,c1,2,1,1,2,1,3,1.007899169
c1,c2,c3,2,1,3,3,3,1,1.193239253
c2,c1,c4,1,2,3,2,1,4,0.935535418
c1,c2,c6,1,1,3,1,1,1,1.734675902
c2,c1,c6,2,1,3,1,3,1,1.630451575
c1,c4,c8,2,1,2,3,1,4,0.504007491
c5,c1,c8,2,1,3,3,3,1,1.193239253
c2,c6,c1,2,2,2,3,3,3,1.771623341
c8,,,2,1,3,3,1,3,1.193239253
c6,c5,c7,2,1,1,2,1,1,0.701273947
c2,c1,c4,2,1,3,2,1,1,1.520884186
c2,c5,c4,1,1,3,1,3,4,2.478108431
c8,,,2,2,3,2,3,1,0.618003647
c4,c1,c8,2,2,3,1,2,3,1.911532154
c7,c4,c6,1,1,3,3,3,2,0.424360269
c8,,,2,1,1,2,1,1,1.007899169
c8,,,2,1,3,2,2,1,0.816694769
c8,,,2,2,3,1,1,3,1.338072508
c1,c2,c7,1,2,3,1,2,3,1.227819114
c2,c6,c5,1,1,2,3,3,2,0.387688347
c4,c8,,2,1,5,2,2,3,1.358274776
c1,c2,c8,1,1,4,3,3,1,0.851514737
c4,c3,c8,1,1,4,2,2,4,1.651830756
c8,,,2,2,4,3,3,1,0.990089001
c1,c2,c8,1,1,2,2,2,4,1.428017223
c1,c8,,2,1,1,1,2,1,1.637574222
c2,c1,c8,2,2,3,3,1,3,0.638137618
c8,,,2,1,2,3,2,1,0.502098792
c4,c3,c2,2,1,1,2,2,1,1.007899169
c1,c7,c4,1,2,2,3,3,1,0.675774729
c2,c5,c4,1,1,1,2,2,1,0.748466999
c1,c5,c3,1,1,3,3,3,1,0.297052188
c1,c2,c6,2,1,2,2,1,4,1.41074018
c1,c2,c6,1,2,4,3,3,1,1.042475896
c2,c6,c4,2,1,2,3,1,1,0.351469154
c1,c2,c3,2,1,4,3,2,1,0.682792892
c7,c4,c6,2,1,2,2,2,4,1.432052115
c8,,,2,1,1,2,1,3,1.007899169
c3,c7,c5,2,1,1,3,2,1,0.38247169
c2,c6,c4,2,1,1,3,3,1,0.546388128
c1,c2,c8,2,1,5,3,3,1,0.975418417
c4,c1,c5,2,1,2,2,1,2,1.002436481
c2,c1,c8,1,1,4,3,3,1,1.92365877
c1,c6,c3,2,2,1,3,2,1,0.579645459
c1,c2,c8,2,1,1,1,2,3,1.637574222
c8,,,1,2,1,3,3,1,0.618398747
c1,c2,c6,1,1,1,3,2,3,0.432600436
c4,c7,c5,1,1,1,2,3,2,1.240626206
c1,c8,,1,1,1,1,3,2,1.350517993
c8,,,2,1,1,1,2,3,1.637574222
c2,c8,,1,1,1,1,1,4,1.350517993
c4,c2,c3,2,2,3,3,3,1,0.683972175
c1,c2,c6,2,1,1,2,3,2,1.007899169
c1,c2,c8,2,2,1,1,1,3,4.792440714
c8,,,2,1,1,3,1,1,0.38247169
c2,c8,,2,1,3,2,3,2,0.571686338
c4,c8,,2,2,3,2,1,3,0.432602553
c1,c2,c3,2,2,3,3,1,3,0.683972175
c3,c8,,1,1,3,2,1,3,1.812703156
c2,c1,c8,2,2,3,3,1,3,0.446696333
c7,c4,c1,1,1,3,3,3,1,0.424360269
c8,,,2,1,3,1,3,3,1.630451575
c2,c6,c1,1,2,4,2,1,3,0.487187915
c2,c1,c8,2,2,3,3,3,1,0.683972175
c2,c4,c7,2,1,2,2,1,1,1.002436481
c4,c7,c5,2,1,2,2,1,2,1.002436481
c1,c2,c4,1,2,5,1,2,3,3.185491616
c1,c4,c2,2,1,1,2,3,1,1.001819925
c2,c4,c3,1,1,3,3,3,1,1.018704974
c2,c1,c6,2,2,2,2,2,4,1.136200878
c6,c1,c2,2,1,3,3,3,1,1.193239253
c6,c1,c8,1,1,3,3,3,1,1.018704974
c2,c6,c8,2,1,3,3,2,1,0.930419006
c6,c4,c2,1,2,3,3,2,3,0.888419009
c4,c6,c8,2,1,3,1,1,3,2.329216536
c8,,,2,2,1,3,3,1,0.579645459
c6,c2,c5,2,1,2,3,2,1,0.720010701
c6,c1,c2,2,1,2,3,2,1,0.720010701
c1,c4,c6,2,2,3,2,3,3,0.628657191
c4,c1,c2,1,2,3,3,3,3,0.888419009
c2,c3,c6,2,2,3,3,3,1,0.683972175
c1,c4,c5,2,1,2,3,2,3,0.720010701
c6,c8,,2,2,2,3,3,1,0.664673675
c1,c2,c4,1,2,3,2,3,1,0.598861061
c2,c6,c1,2,2,3,3,2,1,0.683972175
c3,c2,c4,1,1,3,3,3,1,0.424360269
c8,,,2,1,3,2,3,1,0.816694769
c1,c2,c6,1,2,3,3,2,1,0.714935058
c6,c4,c8,2,1,3,2,1,4,0.571686338
c1,c7,c4,1,2,3,3,3,1,0.714935058
c6,c1,c2,1,2,3,2,2,1,0.935535418
c8,,,2,2,3,3,2,1,0.478780523
c1,c2,c3,1,2,3,2,2,3,0.654874793
c2,c1,c8,1,2,3,1,1,3,0.85947338
c1,c4,c6,2,1,2,3,2,1,0.351469154
c6,c3,c5,1,1,3,3,3,1,0.424360269
c8,,,1,1,3,3,3,4,1.018704974
c2,c1,c4,2,1,4,2,2,1,1.940392538
c6,c1,c3,2,2,3,2,2,3,0.618003647
c6,c4,c7,2,1,2,3,2,2,0.504007491
c1,c3,c4,1,1,3,3,2,1,1.018704974
c1,c5,c7,2,1,1,3,2,1,0.38247169
c8,,,2,1,1,2,1,3,1.007899169
c6,c1,c3,1,1,1,2,2,3,0.523926899
c3,c6,c8,2,1,3,2,2,5,1.520884186
c2,c5,c6,2,2,1,3,2,1,0.405751822
c3,c5,c6,2,1,3,2,1,3,1.06461893
c4,c7,c2,2,1,3,3,3,3,0.835267477
c1,c2,c6,1,1,1,2,1,3,1.772323151
c1,c2,c8,2,1,4,3,2,1,0.682792892
c6,c2,c1,1,1,2,3,1,3,0.387688347
c2,c6,c8,2,1,3,2,1,3,1.06461893
c2,c3,c5,1,1,3,2,1,2,1.812703156
c8,,,2,1,3,3,2,1,1.193239253
c2,c3,c8,1,1,3,3,2,1,0.713093482
c8,,,2,1,3,3,1,1,0.930419006
c1,c4,c6,2,1,2,2,2,2,1.002436481
c2,c3,c1,1,1,4,2,1,1,1.156281529
c4,c2,c3,2,2,3,1,1,3,0.804551843
c3,c5,c4,2,1,1,2,3,1,1.007899169
c1,c2,c8,2,1,4,3,1,3,0.658308377
c2,c1,c8,2,1,3,3,3,1,1.329170009
c2,c1,c8,2,1,3,2,3,1,1.520884186
c2,c1,c6,1,1,2,2,1,1,1.428017223
c4,c7,c3,2,2,3,3,1,3,0.638137618
c8,,,1,1,3,2,1,3,1.812703156
c1,c2,c6,2,1,3,1,1,3,1.351743808
c2,c1,c8,2,1,3,2,3,1,0.816694769
c4,c2,c1,2,2,3,3,1,3,0.683972175
c2,c1,c8,2,1,3,3,2,1,0.930419006
c1,c2,c6,1,1,4,3,3,1,1.216449624
c1,c2,c8,2,2,2,3,2,1,0.664673675
c2,c7,c1,1,1,3,2,2,1,1.040216841
c2,c3,c4,2,1,3,3,2,1,0.930419006
c3,c6,c7,2,2,3,2,3,3,0.628657191
c8,,,1,1,3,1,1,3,0.882519324
c6,c2,c8,2,1,1,2,1,4,1.007899169
c2,c1,c6,2,1,3,2,1,3,1.06461893
c1,c8,,2,2,3,2,1,3,0.628657191
c1,c2,c3,2,1,3,2,1,4,0.816694769
c1,c6,c4,1,1,2,1,2,2,1.823833942
c2,c1,c3,1,1,3,2,1,4,0.728151789
c8,,,2,1,3,1,1,4,2.329216536
c1,c2,c8,1,1,3,2,3,1,1.812703156
c1,c3,c7,2,1,3,3,3,1,1.193239253
c8,,,2,1,2,3,3,1,0.502098792
